timestamp,deviceId,suhu,kelembaban,jumlahOrang,daya,tegangan,arus,status
2025-12-04T15:00:05.332Z,ESP32_ENERGY_MONITOR_001,14.02,71.37,3,2.33,218.15,0.01,ok
2025-12-04T15:05:05.332Z,ESP32_ENERGY_MONITOR_001,14.53,74.46,6,2.01,216.38,0.01,ok
2025-12-04T15:10:05.332Z,ESP32_ENERGY_MONITOR_001,14.13,72.06,5,2.28,223.51,0.01,ok
2025-12-04T15:15:05.332Z,ESP32_ENERGY_MONITOR_001,14.97,74.32,4,2.09,224.19,0.01,ok
2025-12-04T15:20:05.332Z,ESP32_ENERGY_MONITOR_001,15.79,72.81,6,2.46,216.62,0.01,ok
2025-12-04T15:25:05.332Z,ESP32_ENERGY_MONITOR_001,14.34,71.43,3,2.10,215.22,0.01,ok
2025-12-04T15:30:05.332Z,ESP32_ENERGY_MONITOR_001,14.13,73.76,8,2.46,221.49,0.01,ok
2025-12-04T15:35:05.332Z,ESP32_ENERGY_MONITOR_001,14.74,73.71,3,2.02,220.82,0.01,ok
2025-12-04T15:40:05.332Z,ESP32_ENERGY_MONITOR_001,14.99,72.78,6,2.12,216.80,0.01,ok
2025-12-04T15:45:05.332Z,ESP32_ENERGY_MONITOR_001,15.23,73.34,9,2.50,223.63,0.01,ok
2025-12-04T15:50:05.332Z,ESP32_ENERGY_MONITOR_001,15.17,72.68,3,2.31,218.85,0.01,ok
2025-12-04T15:55:05.332Z,ESP32_ENERGY_MONITOR_001,14.75,73.02,8,2.28,217.67,0.01,ok
2025-12-04T16:00:05.332Z,ESP32_ENERGY_MONITOR_001,13.56,73.21,9,2.38,221.99,0.01,ok
2025-12-04T16:05:05.332Z,ESP32_ENERGY_MONITOR_001,14.03,74.55,1,1.89,222.30,0.01,ok
2025-12-04T16:10:05.332Z,ESP32_ENERGY_MONITOR_001,14.24,74.59,6,2.27,220.00,0.01,ok
2025-12-04T16:15:05.332Z,ESP32_ENERGY_MONITOR_001,13.80,72.48,7,2.10,217.21,0.01,ok
2025-12-04T16:20:05.332Z,ESP32_ENERGY_MONITOR_001,14.14,72.04,6,2.27,221.81,0.01,ok
2025-12-04T16:25:05.332Z,ESP32_ENERGY_MONITOR_001,13.61,74.00,1,1.86,215.70,0.01,ok
2025-12-04T16:30:05.332Z,ESP32_ENERGY_MONITOR_001,14.21,72.45,2,2.21,217.02,0.01,ok
2025-12-04T16:35:05.332Z,ESP32_ENERGY_MONITOR_001,13.82,73.69,5,2.27,220.90,0.01,ok
2025-12-04T16:40:05.332Z,ESP32_ENERGY_MONITOR_001,15.08,76.69,3,2.33,221.33,0.01,ok
2025-12-04T16:45:05.332Z,ESP32_ENERGY_MONITOR_001,14.05,73.27,8,2.19,223.19,0.01,ok
2025-12-04T16:50:05.332Z,ESP32_ENERGY_MONITOR_001,13.77,75.79,6,2.06,216.46,0.01,ok
2025-12-04T16:55:05.332Z,ESP32_ENERGY_MONITOR_001,13.88,72.76,7,2.06,218.50,0.01,ok
2025-12-04T17:00:05.332Z,ESP32_ENERGY_MONITOR_001,13.48,72.71,9,2.20,224.76,0.01,ok
2025-12-04T17:05:05.332Z,ESP32_ENERGY_MONITOR_001,14.56,72.70,0,2.24,217.10,0.01,ok
2025-12-04T17:10:05.332Z,ESP32_ENERGY_MONITOR_001,13.09,76.46,9,2.34,223.69,0.01,ok
2025-12-04T17:15:05.332Z,ESP32_ENERGY_MONITOR_001,14.03,75.49,1,1.93,221.75,0.01,ok
2025-12-04T17:20:05.332Z,ESP32_ENERGY_MONITOR_001,14.35,75.57,2,2.11,218.13,0.01,ok
2025-12-04T17:25:05.332Z,ESP32_ENERGY_MONITOR_001,13.97,73.03,8,2.09,218.06,0.01,ok
2025-12-04T17:30:05.332Z,ESP32_ENERGY_MONITOR_001,14.35,75.97,5,2.31,215.07,0.01,ok
2025-12-04T17:35:05.332Z,ESP32_ENERGY_MONITOR_001,13.82,73.99,1,2.17,218.92,0.01,ok
2025-12-04T17:40:05.332Z,ESP32_ENERGY_MONITOR_001,13.11,72.74,5,1.97,215.97,0.01,ok
2025-12-04T17:45:05.332Z,ESP32_ENERGY_MONITOR_001,13.36,76.71,0,2.25,215.81,0.01,ok
2025-12-04T17:50:05.332Z,ESP32_ENERGY_MONITOR_001,14.73,73.30,4,2.31,223.27,0.01,ok
2025-12-04T17:55:05.332Z,ESP32_ENERGY_MONITOR_001,13.75,72.73,8,2.14,222.66,0.01,ok
2025-12-04T18:00:05.332Z,ESP32_ENERGY_MONITOR_001,14.45,74.37,5,2.33,221.14,0.01,ok
2025-12-04T18:05:05.332Z,ESP32_ENERGY_MONITOR_001,13.27,75.05,5,2.01,218.02,0.01,ok
2025-12-04T18:10:05.332Z,ESP32_ENERGY_MONITOR_001,13.82,72.33,6,2.06,218.71,0.01,ok
2025-12-04T18:15:05.332Z,ESP32_ENERGY_MONITOR_001,13.96,74.94,0,1.95,219.80,0.01,ok
2025-12-04T18:20:05.332Z,ESP32_ENERGY_MONITOR_001,14.42,73.73,0,2.24,219.87,0.01,ok
2025-12-04T18:25:05.332Z,ESP32_ENERGY_MONITOR_001,14.10,74.24,7,2.13,215.50,0.01,ok
2025-12-04T18:30:05.332Z,ESP32_ENERGY_MONITOR_001,13.95,75.71,4,2.29,216.80,0.01,ok
2025-12-04T18:35:05.332Z,ESP32_ENERGY_MONITOR_001,14.26,75.85,5,2.20,219.24,0.01,ok
2025-12-04T18:40:05.332Z,ESP32_ENERGY_MONITOR_001,14.97,72.42,5,1.97,216.84,0.01,ok
2025-12-04T18:45:05.332Z,ESP32_ENERGY_MONITOR_001,13.89,76.88,4,1.97,222.65,0.01,ok
2025-12-04T18:50:05.332Z,ESP32_ENERGY_MONITOR_001,14.91,73.15,2,2.20,219.80,0.01,ok
2025-12-04T18:55:05.332Z,ESP32_ENERGY_MONITOR_001,13.93,73.46,1,2.05,217.71,0.01,ok
2025-12-04T19:00:05.332Z,ESP32_ENERGY_MONITOR_001,14.97,73.00,9,2.53,222.84,0.01,ok
2025-12-04T19:05:05.332Z,ESP32_ENERGY_MONITOR_001,14.69,72.87,9,2.16,215.14,0.01,ok
2025-12-04T19:10:05.332Z,ESP32_ENERGY_MONITOR_001,14.70,73.23,9,2.14,217.43,0.01,ok
2025-12-04T19:15:05.332Z,ESP32_ENERGY_MONITOR_001,15.09,72.32,2,2.20,219.67,0.01,ok
2025-12-04T19:20:05.332Z,ESP32_ENERGY_MONITOR_001,14.85,72.04,3,2.07,223.27,0.01,ok
2025-12-04T19:25:05.332Z,ESP32_ENERGY_MONITOR_001,14.17,72.46,9,2.33,224.35,0.01,ok
2025-12-04T19:30:05.332Z,ESP32_ENERGY_MONITOR_001,13.95,72.59,4,2.36,224.78,0.01,ok
2025-12-04T19:35:05.332Z,ESP32_ENERGY_MONITOR_001,14.33,73.17,1,1.98,215.15,0.01,ok
2025-12-04T19:40:05.332Z,ESP32_ENERGY_MONITOR_001,14.28,71.48,5,2.14,219.81,0.01,ok
2025-12-04T19:45:05.332Z,ESP32_ENERGY_MONITOR_001,14.31,75.31,0,2.07,217.10,0.01,ok
2025-12-04T19:50:05.332Z,ESP32_ENERGY_MONITOR_001,14.71,74.02,3,2.25,217.41,0.01,ok
2025-12-04T19:55:05.332Z,ESP32_ENERGY_MONITOR_001,14.27,70.74,0,1.84,221.25,0.01,ok
2025-12-04T20:00:05.332Z,ESP32_ENERGY_MONITOR_001,16.67,72.17,1,1.89,221.22,0.01,ok
2025-12-04T20:05:05.332Z,ESP32_ENERGY_MONITOR_001,15.45,69.55,1,1.88,222.59,0.01,ok
2025-12-04T20:10:05.332Z,ESP32_ENERGY_MONITOR_001,16.25,71.34,4,1.92,217.76,0.01,ok
2025-12-04T20:15:05.332Z,ESP32_ENERGY_MONITOR_001,16.16,70.87,7,2.49,221.23,0.01,ok
2025-12-04T20:20:05.332Z,ESP32_ENERGY_MONITOR_001,16.31,72.39,0,2.11,219.69,0.01,ok
2025-12-04T20:25:05.332Z,ESP32_ENERGY_MONITOR_001,15.70,68.85,2,2.29,217.50,0.01,ok
2025-12-04T20:30:05.332Z,ESP32_ENERGY_MONITOR_001,15.40,71.95,4,2.08,216.46,0.01,ok
2025-12-04T20:35:05.332Z,ESP32_ENERGY_MONITOR_001,16.13,69.91,5,2.29,220.85,0.01,ok
2025-12-04T20:40:05.332Z,ESP32_ENERGY_MONITOR_001,16.44,72.92,7,2.39,216.33,0.01,ok
2025-12-04T20:45:05.332Z,ESP32_ENERGY_MONITOR_001,16.63,72.79,8,2.38,215.45,0.01,ok
2025-12-04T20:50:05.332Z,ESP32_ENERGY_MONITOR_001,16.67,68.82,5,2.30,218.76,0.01,ok
2025-12-04T20:55:05.332Z,ESP32_ENERGY_MONITOR_001,16.42,70.44,9,2.20,224.90,0.01,ok
2025-12-04T21:00:05.332Z,ESP32_ENERGY_MONITOR_001,16.62,69.83,0,1.87,218.56,0.01,ok
2025-12-04T21:05:05.332Z,ESP32_ENERGY_MONITOR_001,17.03,66.19,1,2.06,217.77,0.01,ok
2025-12-04T21:10:05.332Z,ESP32_ENERGY_MONITOR_001,16.60,67.88,1,1.96,215.02,0.01,ok
2025-12-04T21:15:05.332Z,ESP32_ENERGY_MONITOR_001,17.82,69.14,8,2.55,217.07,0.01,ok
2025-12-04T21:20:05.332Z,ESP32_ENERGY_MONITOR_001,17.20,67.32,5,1.99,219.65,0.01,ok
2025-12-04T21:25:05.332Z,ESP32_ENERGY_MONITOR_001,16.38,66.03,7,2.30,217.04,0.01,ok
2025-12-04T21:30:05.332Z,ESP32_ENERGY_MONITOR_001,16.52,69.17,5,2.34,216.31,0.01,ok
2025-12-04T21:35:05.332Z,ESP32_ENERGY_MONITOR_001,17.26,67.08,9,2.24,223.10,0.01,ok
2025-12-04T21:40:05.332Z,ESP32_ENERGY_MONITOR_001,17.88,69.48,1,2.21,222.43,0.01,ok
2025-12-04T21:45:05.332Z,ESP32_ENERGY_MONITOR_001,17.98,67.54,9,2.52,219.12,0.01,ok
2025-12-04T21:50:05.332Z,ESP32_ENERGY_MONITOR_001,17.17,67.44,0,1.81,222.42,0.01,ok
2025-12-04T21:55:05.332Z,ESP32_ENERGY_MONITOR_001,16.76,66.22,9,2.13,217.35,0.01,ok
2025-12-04T22:00:05.332Z,ESP32_ENERGY_MONITOR_001,18.87,64.46,4,2.14,224.15,0.01,ok
2025-12-04T22:05:05.332Z,ESP32_ENERGY_MONITOR_001,19.29,66.10,2,1.91,218.23,0.01,ok
2025-12-04T22:10:05.332Z,ESP32_ENERGY_MONITOR_001,19.22,66.16,8,2.32,218.77,0.01,ok
2025-12-04T22:15:05.332Z,ESP32_ENERGY_MONITOR_001,19.33,64.98,2,1.86,223.17,0.01,ok
2025-12-04T22:20:05.332Z,ESP32_ENERGY_MONITOR_001,19.28,65.48,7,2.49,220.91,0.01,ok
2025-12-04T22:25:05.332Z,ESP32_ENERGY_MONITOR_001,19.32,62.16,7,2.13,224.86,0.01,ok
2025-12-04T22:30:05.332Z,ESP32_ENERGY_MONITOR_001,18.76,61.46,4,2.00,219.12,0.01,ok
2025-12-04T22:35:05.332Z,ESP32_ENERGY_MONITOR_001,19.43,61.88,5,1.99,221.21,0.01,ok
2025-12-04T22:40:05.332Z,ESP32_ENERGY_MONITOR_001,17.74,61.53,1,1.95,220.68,0.01,ok
2025-12-04T22:45:05.332Z,ESP32_ENERGY_MONITOR_001,19.25,64.47,2,2.17,217.16,0.01,ok
2025-12-04T22:50:05.332Z,ESP32_ENERGY_MONITOR_001,19.25,65.23,1,2.03,224.76,0.01,ok
2025-12-04T22:55:05.332Z,ESP32_ENERGY_MONITOR_001,18.45,63.91,8,2.33,218.04,0.01,ok
2025-12-04T23:00:05.332Z,ESP32_ENERGY_MONITOR_001,20.05,61.54,2,2.31,221.96,0.01,ok
2025-12-04T23:05:05.332Z,ESP32_ENERGY_MONITOR_001,19.17,60.01,4,2.29,221.90,0.01,ok
2025-12-04T23:10:05.332Z,ESP32_ENERGY_MONITOR_001,19.72,59.51,6,2.38,217.93,0.01,ok
2025-12-04T23:15:05.332Z,ESP32_ENERGY_MONITOR_001,20.81,60.89,1,2.13,223.42,0.01,ok
2025-12-04T23:20:05.332Z,ESP32_ENERGY_MONITOR_001,19.34,62.48,5,2.27,217.62,0.01,ok
2025-12-04T23:25:05.332Z,ESP32_ENERGY_MONITOR_001,20.39,59.84,6,2.23,216.26,0.01,ok
2025-12-04T23:30:05.332Z,ESP32_ENERGY_MONITOR_001,20.88,59.85,7,2.25,223.83,0.01,ok
2025-12-04T23:35:05.332Z,ESP32_ENERGY_MONITOR_001,20.73,59.51,2,2.07,223.79,0.01,ok
2025-12-04T23:40:05.332Z,ESP32_ENERGY_MONITOR_001,19.08,61.60,7,2.38,218.02,0.01,ok
2025-12-04T23:45:05.332Z,ESP32_ENERGY_MONITOR_001,19.22,60.38,8,2.43,221.38,0.01,ok
2025-12-04T23:50:05.332Z,ESP32_ENERGY_MONITOR_001,19.68,61.47,2,2.27,221.10,0.01,ok
2025-12-04T23:55:05.332Z,ESP32_ENERGY_MONITOR_001,20.01,59.75,3,2.36,223.02,0.01,ok
2025-12-05T00:00:05.332Z,ESP32_ENERGY_MONITOR_001,21.94,55.44,7,2.20,218.46,0.01,ok
2025-12-05T00:05:05.332Z,ESP32_ENERGY_MONITOR_001,21.52,57.24,3,2.13,215.79,0.01,ok
2025-12-05T00:10:05.332Z,ESP32_ENERGY_MONITOR_001,21.25,53.76,2,2.11,221.94,0.01,ok
2025-12-05T00:15:05.332Z,ESP32_ENERGY_MONITOR_001,20.61,55.68,4,2.16,215.12,0.01,ok
2025-12-05T00:20:05.332Z,ESP32_ENERGY_MONITOR_001,21.09,58.03,4,2.07,220.72,0.01,ok
2025-12-05T00:25:05.332Z,ESP32_ENERGY_MONITOR_001,21.32,56.75,6,2.31,218.79,0.01,ok
2025-12-05T00:30:05.332Z,ESP32_ENERGY_MONITOR_001,21.84,55.67,5,2.35,221.19,0.01,ok
2025-12-05T00:35:05.332Z,ESP32_ENERGY_MONITOR_001,21.09,55.29,6,2.31,224.07,0.01,ok
2025-12-05T00:40:05.332Z,ESP32_ENERGY_MONITOR_001,22.03,57.28,1,2.14,217.41,0.01,ok
2025-12-05T00:45:05.332Z,ESP32_ENERGY_MONITOR_001,20.74,54.65,4,2.03,218.02,0.01,ok
2025-12-05T00:50:05.332Z,ESP32_ENERGY_MONITOR_001,21.38,58.57,6,2.44,219.57,0.01,ok
2025-12-05T00:55:05.332Z,ESP32_ENERGY_MONITOR_001,22.50,57.39,0,1.97,220.70,0.01,ok
2025-12-05T01:00:05.332Z,ESP32_ENERGY_MONITOR_001,22.27,54.55,19,2.57,217.45,0.01,ok
2025-12-05T01:05:05.332Z,ESP32_ENERGY_MONITOR_001,23.20,52.44,20,2.68,218.62,0.01,ok
2025-12-05T01:10:05.332Z,ESP32_ENERGY_MONITOR_001,23.68,52.36,15,2.63,224.65,0.01,ok
2025-12-05T01:15:05.332Z,ESP32_ENERGY_MONITOR_001,23.72,51.10,19,2.85,218.77,0.01,ok
2025-12-05T01:20:05.332Z,ESP32_ENERGY_MONITOR_001,22.81,53.88,15,2.53,223.57,0.01,ok
2025-12-05T01:25:05.332Z,ESP32_ENERGY_MONITOR_001,23.89,51.16,20,2.85,222.65,0.01,ok
2025-12-05T01:30:05.332Z,ESP32_ENERGY_MONITOR_001,23.08,51.54,17,2.56,222.03,0.01,ok
2025-12-05T01:35:05.332Z,ESP32_ENERGY_MONITOR_001,23.87,53.12,21,2.75,215.97,0.01,ok
2025-12-05T01:40:05.332Z,ESP32_ENERGY_MONITOR_001,22.55,50.13,21,2.97,215.17,0.01,ok
2025-12-05T01:45:05.332Z,ESP32_ENERGY_MONITOR_001,23.73,50.46,19,2.53,222.50,0.01,ok
2025-12-05T01:50:05.332Z,ESP32_ENERGY_MONITOR_001,23.76,51.85,18,2.84,219.88,0.01,ok
2025-12-05T01:55:05.332Z,ESP32_ENERGY_MONITOR_001,22.50,53.00,23,2.97,222.97,0.01,ok
2025-12-05T02:00:05.332Z,ESP32_ENERGY_MONITOR_001,23.38,46.92,21,2.76,216.67,0.01,ok
2025-12-05T02:05:05.332Z,ESP32_ENERGY_MONITOR_001,24.39,50.07,23,3.09,217.20,0.01,ok
2025-12-05T02:10:05.332Z,ESP32_ENERGY_MONITOR_001,24.16,47.40,21,3.09,216.54,0.01,ok
2025-12-05T02:15:05.332Z,ESP32_ENERGY_MONITOR_001,23.33,51.31,24,2.77,222.56,0.01,ok
2025-12-05T02:20:05.332Z,ESP32_ENERGY_MONITOR_001,24.50,48.95,29,3.26,215.63,0.01,ok
2025-12-05T02:25:05.332Z,ESP32_ENERGY_MONITOR_001,23.49,47.80,28,3.03,223.53,0.01,ok
2025-12-05T02:30:05.332Z,ESP32_ENERGY_MONITOR_001,23.52,46.92,25,3.17,224.94,0.01,ok
2025-12-05T02:35:05.332Z,ESP32_ENERGY_MONITOR_001,25.14,47.06,21,2.97,222.75,0.01,ok
2025-12-05T02:40:05.332Z,ESP32_ENERGY_MONITOR_001,24.96,47.80,29,3.44,217.44,0.02,ok
2025-12-05T02:45:05.332Z,ESP32_ENERGY_MONITOR_001,24.17,49.06,23,2.84,216.68,0.01,ok
2025-12-05T02:50:05.332Z,ESP32_ENERGY_MONITOR_001,24.62,47.81,20,3.04,218.96,0.01,ok
2025-12-05T02:55:05.332Z,ESP32_ENERGY_MONITOR_001,23.92,50.77,22,2.87,216.39,0.01,ok
2025-12-05T03:00:05.332Z,ESP32_ENERGY_MONITOR_001,25.69,49.22,32,3.66,219.49,0.02,ok
2025-12-05T03:05:05.332Z,ESP32_ENERGY_MONITOR_001,25.64,49.50,25,3.61,219.32,0.02,ok
2025-12-05T03:10:05.332Z,ESP32_ENERGY_MONITOR_001,25.06,49.46,24,3.13,215.30,0.01,ok
2025-12-05T03:15:05.332Z,ESP32_ENERGY_MONITOR_001,26.14,44.97,27,3.63,218.77,0.02,ok
2025-12-05T03:20:05.332Z,ESP32_ENERGY_MONITOR_001,24.27,47.51,26,3.02,223.54,0.01,ok
2025-12-05T03:25:05.332Z,ESP32_ENERGY_MONITOR_001,25.83,46.74,24,3.31,215.14,0.02,ok
2025-12-05T03:30:05.332Z,ESP32_ENERGY_MONITOR_001,24.65,48.23,31,3.41,220.64,0.02,ok
2025-12-05T03:35:05.332Z,ESP32_ENERGY_MONITOR_001,24.68,47.14,24,3.34,223.17,0.02,ok
2025-12-05T03:40:05.332Z,ESP32_ENERGY_MONITOR_001,24.66,47.32,31,3.52,223.62,0.02,ok
2025-12-05T03:45:05.332Z,ESP32_ENERGY_MONITOR_001,24.51,47.31,30,3.55,215.00,0.02,ok
2025-12-05T03:50:05.332Z,ESP32_ENERGY_MONITOR_001,25.53,46.81,32,3.66,220.92,0.02,ok
2025-12-05T03:55:05.332Z,ESP32_ENERGY_MONITOR_001,25.72,45.73,28,3.87,216.72,0.02,ok
2025-12-05T04:00:05.332Z,ESP32_ENERGY_MONITOR_001,24.99,44.47,35,3.55,217.15,0.02,ok
2025-12-05T04:05:05.332Z,ESP32_ENERGY_MONITOR_001,26.42,46.34,28,3.74,220.19,0.02,ok
2025-12-05T04:10:05.332Z,ESP32_ENERGY_MONITOR_001,26.56,44.23,29,3.96,218.99,0.02,ok
2025-12-05T04:15:05.332Z,ESP32_ENERGY_MONITOR_001,24.96,45.81,36,3.83,222.36,0.02,ok
2025-12-05T04:20:05.332Z,ESP32_ENERGY_MONITOR_001,25.37,43.02,34,3.53,223.11,0.02,ok
2025-12-05T04:25:05.332Z,ESP32_ENERGY_MONITOR_001,26.15,44.89,36,3.95,218.29,0.02,ok
2025-12-05T04:30:05.332Z,ESP32_ENERGY_MONITOR_001,26.56,46.34,30,4.19,217.28,0.02,ok
2025-12-05T04:35:05.332Z,ESP32_ENERGY_MONITOR_001,25.30,45.56,34,3.71,220.67,0.02,ok
2025-12-05T04:40:05.332Z,ESP32_ENERGY_MONITOR_001,26.30,45.57,29,3.96,223.43,0.02,ok
2025-12-05T04:45:05.332Z,ESP32_ENERGY_MONITOR_001,26.05,43.63,35,3.98,216.82,0.02,ok
2025-12-05T04:50:05.332Z,ESP32_ENERGY_MONITOR_001,25.46,46.82,29,3.66,224.36,0.02,ok
2025-12-05T04:55:05.332Z,ESP32_ENERGY_MONITOR_001,26.36,46.76,30,4.13,218.76,0.02,ok
2025-12-05T05:00:05.332Z,ESP32_ENERGY_MONITOR_001,26.49,46.46,35,4.17,222.18,0.02,ok
2025-12-05T05:05:05.332Z,ESP32_ENERGY_MONITOR_001,25.57,46.39,34,3.65,221.65,0.02,ok
2025-12-05T05:10:05.332Z,ESP32_ENERGY_MONITOR_001,25.09,46.04,31,3.53,215.82,0.02,ok
2025-12-05T05:15:05.332Z,ESP32_ENERGY_MONITOR_001,25.53,44.83,35,3.75,224.12,0.02,ok
2025-12-05T05:20:05.332Z,ESP32_ENERGY_MONITOR_001,26.67,45.12,32,3.98,219.99,0.02,ok
2025-12-05T05:25:05.332Z,ESP32_ENERGY_MONITOR_001,25.18,44.72,29,3.28,218.17,0.01,ok
2025-12-05T05:30:05.332Z,ESP32_ENERGY_MONITOR_001,25.30,47.28,31,3.79,220.71,0.02,ok
2025-12-05T05:35:05.332Z,ESP32_ENERGY_MONITOR_001,26.51,43.10,29,3.88,220.53,0.02,ok
2025-12-05T05:40:05.332Z,ESP32_ENERGY_MONITOR_001,26.27,43.75,31,3.92,223.74,0.02,ok
2025-12-05T05:45:05.332Z,ESP32_ENERGY_MONITOR_001,26.67,44.01,31,4.06,217.32,0.02,ok
2025-12-05T05:50:05.332Z,ESP32_ENERGY_MONITOR_001,25.24,46.52,34,3.65,222.91,0.02,ok
2025-12-05T05:55:05.332Z,ESP32_ENERGY_MONITOR_001,26.87,44.22,33,4.04,215.87,0.02,ok
2025-12-05T06:00:05.332Z,ESP32_ENERGY_MONITOR_001,26.44,44.37,38,4.19,221.45,0.02,ok
2025-12-05T06:05:05.332Z,ESP32_ENERGY_MONITOR_001,26.30,46.14,38,4.05,218.93,0.02,ok
2025-12-05T06:10:05.332Z,ESP32_ENERGY_MONITOR_001,25.50,43.62,31,3.70,217.46,0.02,ok
2025-12-05T06:15:05.332Z,ESP32_ENERGY_MONITOR_001,25.45,44.40,38,4.01,223.86,0.02,ok
2025-12-05T06:20:05.332Z,ESP32_ENERGY_MONITOR_001,25.19,47.21,31,3.53,219.12,0.02,ok
2025-12-05T06:25:05.332Z,ESP32_ENERGY_MONITOR_001,25.86,46.64,36,3.85,215.23,0.02,ok
2025-12-05T06:30:05.332Z,ESP32_ENERGY_MONITOR_001,26.29,44.33,30,4.07,216.22,0.02,ok
2025-12-05T06:35:05.332Z,ESP32_ENERGY_MONITOR_001,25.05,44.96,36,3.89,224.06,0.02,ok
2025-12-05T06:40:05.332Z,ESP32_ENERGY_MONITOR_001,24.82,47.15,36,3.64,223.50,0.02,ok
2025-12-05T06:45:05.332Z,ESP32_ENERGY_MONITOR_001,26.58,45.07,33,4.29,219.58,0.02,ok
2025-12-05T06:50:05.332Z,ESP32_ENERGY_MONITOR_001,26.74,44.68,31,3.96,219.68,0.02,ok
2025-12-05T06:55:05.332Z,ESP32_ENERGY_MONITOR_001,25.55,46.71,34,3.62,219.21,0.02,ok
2025-12-05T07:00:05.332Z,ESP32_ENERGY_MONITOR_001,25.67,46.83,36,3.91,220.85,0.02,ok
2025-12-05T07:05:05.332Z,ESP32_ENERGY_MONITOR_001,24.27,45.71,33,3.58,215.38,0.02,ok
2025-12-05T07:10:05.332Z,ESP32_ENERGY_MONITOR_001,25.50,45.31,31,3.53,218.31,0.02,ok
2025-12-05T07:15:05.332Z,ESP32_ENERGY_MONITOR_001,25.56,47.88,31,3.46,224.02,0.02,ok
2025-12-05T07:20:05.332Z,ESP32_ENERGY_MONITOR_001,25.49,48.75,30,3.77,222.64,0.02,ok
2025-12-05T07:25:05.332Z,ESP32_ENERGY_MONITOR_001,24.22,47.63,27,3.20,224.94,0.01,ok
2025-12-05T07:30:05.332Z,ESP32_ENERGY_MONITOR_001,26.00,44.77,34,3.77,215.61,0.02,ok
2025-12-05T07:35:05.332Z,ESP32_ENERGY_MONITOR_001,24.68,46.91,34,3.40,223.01,0.02,ok
2025-12-05T07:40:05.332Z,ESP32_ENERGY_MONITOR_001,25.97,46.54,33,4.07,218.85,0.02,ok
2025-12-05T07:45:05.332Z,ESP32_ENERGY_MONITOR_001,24.83,45.49,30,3.24,219.80,0.01,ok
2025-12-05T07:50:05.332Z,ESP32_ENERGY_MONITOR_001,25.86,47.99,29,3.64,221.44,0.02,ok
2025-12-05T07:55:05.332Z,ESP32_ENERGY_MONITOR_001,24.38,47.81,36,3.40,223.39,0.02,ok
